"id";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"HORMIGUERO";"SITIO";"MES";"ESPECIE_VEGETAL";"ESTADO";"ORGANO"
"ID238";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H2";"V";"ENE";"I";"verde";"hoja"
"ID239";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H2";"V";"ENE";"Y";"verde";"hoja"
"ID240";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H2";"V";"ENE";"C";"seco";"fruto"
"ID241";0,692569324205198;0,726149037073691;0,0561347628341337;9,92950430585108e-06;5,53461007170101e-12;1,5279799682873e-17;3,26102718071105e-24;"H2";"V";"ENE";"AQ";"verde";"hoja"
"ID242";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H2";"V";"ENE";"R";"verde";"hoja"
"ID243";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H3";"V";"ENE";"AD";"verde";"hoja"
"ID244";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H3";"V";"ENE";"Y";"verde";"hoja"
"ID245";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H3";"V";"ENE";"Y";"seco";"hoja"
"ID246";0,692569324205198;0,726149037073691;0,0561347628341337;9,92950430585108e-06;5,53461007170101e-12;1,5279799682873e-17;3,26102718071105e-24;"H3";"V";"ENE";"M";"verde";"fruto"
"ID247";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H3";"V";"ENE";"M";"verde";"flor"
"ID248";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H3";"V";"ENE";"AQ";"verde";"hoja"
"ID249";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H3";"V";"ENE";"sin";"verde";"hoja"
"ID250";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H3";"V";"ENE";"I";"verde";"hoja"
"ID251";0,692569324205198;0,726149037073691;0,0561347628341337;9,92950430585108e-06;5,53461007170101e-12;1,5279799682873e-17;3,26102718071105e-24;"H3";"V";"ENE";"T";"verde";"hoja"
"ID252";0,520450121020702;0,923116346386636;0,135335283236613;6,25215037748203e-05;9,10147076448794e-11;4,76530473529909e-16;1,92874984796392e-22;"H3";"V";"ENE";"sin";"verde";"tallo"
"ID253";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H3";"V";"ENE";"sin";"seco";"tallo"
"ID254";0,520450121020702;0,923116346386636;0,135335283236613;6,25215037748203e-05;9,10147076448794e-11;4,76530473529909e-16;1,92874984796392e-22;"H4";"V";"ENE";"AD";"verde";"hoja"
"ID255";0,135335283236613;0,726149037073691;0,726149037073691;0,00597602289500594;1,5497531357029e-07;5,53461007170101e-12;1,5279799682873e-17;"H4";"V";"ENE";"Y";"verde";"hoja"
"ID256";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"T";"verde";"hoja"
"ID257";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H4";"V";"ENE";"AQ";"verde";"hoja"
"ID258";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"sin";"seco";"hoja"
"ID259";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"sin";"verde";"hoja"
"ID260";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"sin";"verde";"flor"
"ID261";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"ENE";"R";"verde";"hoja"
"ID262";0,520450121020702;0,923116346386636;0,135335283236613;6,25215037748203e-05;9,10147076448794e-11;4,76530473529909e-16;1,92874984796392e-22;"H4";"V";"ENE";"R";"verde";"flor"
"ID263";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"AO";"seco";"hoja"
"ID264";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"AQ";"seco";"hoja"
"ID265";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H6";"V";"ENE";"sin";"seco";"tallo"
"ID266";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"ENE";"sin";"seco";"tallo"
"ID267";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"ENE";"AQ";"seco";"fruto"
"ID268";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"ENE";"AQ";"verde";"hoja"
"ID269";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"ENE";"I";"verde";"hoja"
"ID270";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"ENE";"sin";"seco";"tallo"
"ID271";0,520450121020702;0,923116346386636;0,135335283236613;6,25215037748203e-05;9,10147076448794e-11;4,76530473529909e-16;1,92874984796392e-22;"H7";"V";"ENE";"AD";"verde";"hoja"
"ID272";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"ENE";"Y";"seco";"hoja"
"ID273";1,52299797447126e-08;1,27540762952604e-09;9,92950430585108e-06;0,0561347628341337;1;0,278037300453194;0,00597602289500594;"H7";"V";"ENE";"AQ";"verde";"hoja"
"ID274";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H8";"V";"ENE";"sin";"seco";"tallo"
"ID275";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H8";"V";"ENE";"Y";"seco";"hoja"
"ID276";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H8";"V";"ENE";"Y";"verde";"hoja"
"ID277";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H8";"V";"ENE";"AA";"seco";"hoja"
"ID278";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H8";"V";"ENE";"sin";"verde";"hoja"
"ID279";8,11853834914405e-08;1,52299797447126e-08;6,25215037748203e-05;0,135335283236613;0,923116346386636;0,135335283236613;0,00153381067932446;"H8";"V";"ENE";"AQ";"verde";"hoja"
"ID280";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H9";"V";"ENE";"AQ";"seco";"hoja"
"ID281";8,11853834914405e-08;1,52299797447126e-08;6,25215037748203e-05;0,135335283236613;0,923116346386636;0,135335283236613;0,00153381067932446;"H9";"V";"ENE";"M";"seco";"fruto"
"ID282";0,360447788597821;1;0,278037300453194;0,000335462627902512;1,27540762952604e-09;1,26641655490942e-14;9,72098502030078e-21;"H9";"V";"ENE";"sin";"verde";"tallo"
"ID283";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H9";"V";"ENE";"AF";"verde";"hoja"
"ID284";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H1";"V";"ENE";"sin";"verde";"tallo"
"ID285";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H1";"V";"ENE";"sin";"seco";"tallo"
"ID286";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H1";"V";"ENE";"I";"verde";"hoja"
"ID287";0,00280163803484848;0,0198410947443703;0,486752255959972;0,486752255959972;0,00153381067932446;1,34381227763152e-06;9,10147076448794e-11;"H1";"V";"ENE";"AQ";"verde";"hoja"
"ID288";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H1";"V";"ENE";"sin";"verde";"flor"
"ID289";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H2";"V";"ENE";"sin";"seco";"tallo"
"ID290";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H2";"V";"ENE";"AD";"verde";"hoja"
"ID291";0,0733696513683829;0,486752255959972;0,923116346386636;0,0198410947443703;1,34381227763152e-06;9,10147076448794e-11;4,76530473529909e-16;"H2";"V";"ENE";"AQ";"verde";"hoja"
"ID292";0,00280163803484848;0,0198410947443703;0,486752255959972;0,486752255959972;0,00153381067932446;1,34381227763152e-06;9,10147076448794e-11;"H2";"V";"ENE";"AQ";"seco";"hoja"
"ID293";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H2";"V";"ENE";"AF";"verde";"hoja"
"ID294";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H3";"V";"ENE";"sin";"seco";"tallo"
"ID295";0,692569324205198;0,726149037073691;0,0561347628341337;9,92950430585108e-06;5,53461007170101e-12;1,5279799682873e-17;3,26102718071105e-24;"H3";"V";"ENE";"AQ";"seco";"hoja"
"ID296";2,63310509991425e-09;9,10147076448794e-11;1,34381227763152e-06;0,0198410947443703;0,923116346386636;0,486752255959972;0,0198410947443703;"H3";"V";"ENE";"AQ";"verde";"hoja"
"ID297";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"ENE";"Y";"seco";"hoja"
"ID298";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"ENE";"sin";"seco";"tallo"
"ID299";0,692569324205198;0,726149037073691;0,0561347628341337;9,92950430585108e-06;5,53461007170101e-12;1,5279799682873e-17;3,26102718071105e-24;"H4";"V";"ENE";"AD";"verde";"hoja"
"ID300";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"ENE";"sin";"verde";"flor"
"ID301";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"ENE";"P";"verde";"flor"
"ID302";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"AA";"verde";"hoja"
"ID303";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"K";"verde";"hoja"
"ID304";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"ENE";"H";"seco";"hoja"
"ID305";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H4";"V";"ENE";"AQ";"seco";"hoja"
"ID306";0,000335462627902512;0,00153381067932446;0,135335283236613;0,923116346386636;0,0198410947443703;6,25215037748203e-05;1,52299797447126e-08;"H4";"V";"ENE";"AQ";"verde";"hoja"
"ID307";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H5";"V";"ENE";"AD";"verde";"hoja"
"ID308";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"sin";"seco";"tallo"
"ID309";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"sin";"seco";"hoja"
"ID310";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"T";"seco";"hoja"
"ID311";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"AH";"verde";"hoja"
"ID312";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"ENE";"AF";"verde";"hoja"
"ID313";8,11853834914405e-08;1,52299797447126e-08;6,25215037748203e-05;0,135335283236613;0,923116346386636;0,135335283236613;0,00153381067932446;"H5";"V";"ENE";"AQ";"verde";"hoja"
"ID314";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H6";"V";"ENE";"Y";"verde";"hoja"
"ID315";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H6";"V";"ENE";"sin";"seco";"tallo"
"ID316";0,360447788597821;1;0,278037300453194;0,000335462627902512;1,27540762952604e-09;1,26641655490942e-14;9,72098502030078e-21;"H6";"V";"ENE";"AQ";"verde";"hoja"
"ID317";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H11";"M";"ENE";"sin";"verde";"tallo"
"ID318";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H11";"M";"ENE";"AQ";"seco";"hoja"
"ID319";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H11";"M";"ENE";"Q";"seco";"fruto"
"ID320";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H11";"M";"ENE";"T";"seco";"hoja"
"ID321";0,000102702564619655;0,000335462627902512;0,0561347628341337;1;0,0561347628341337;0,000335462627902512;1,5497531357029e-07;"H11";"M";"ENE";"T";"verde";"hoja"
"ID322";0,360447788597821;1;0,278037300453194;0,000335462627902512;1,27540762952604e-09;1,26641655490942e-14;9,72098502030078e-21;"H11";"M";"ENE";"sin";"seco";"tallo"
"ID323";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H12";"M";"ENE";"sin";"seco";"hoja"
"ID324";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H12";"M";"ENE";"AQ";"verde";"hoja"
"ID325";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H12";"M";"ENE";"AQ";"seco";"hoja"
"ID326";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H12";"M";"ENE";"AJ";"verde";"hoja"
"ID327";0,230066298993809;0,923116346386636;0,486752255959972;0,00153381067932446;1,52299797447126e-08;2,8679750088881e-13;4,17501005585051e-19;"H13";"M";"ENE";"sin";"seco";"tallo"
"ID328";0,036658041953378;0,278037300453194;1;0,0561347628341337;9,92950430585108e-06;1,27540762952604e-09;1,26641655490942e-14;"H13";"M";"ENE";"T";"verde";"hoja"
"ID329";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H13";"M";"ENE";"AJ";"verde";"tallo"
"ID330";0,0168798841487899;0,135335283236613;0,923116346386636;0,135335283236613;6,25215037748203e-05;1,52299797447126e-08;2,8679750088881e-13;"H13";"M";"ENE";"sin";"verde";"hoja"
"ID331";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H1";"V";"FEB";"sin";"verde";"tallo"
"ID332";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H1";"V";"FEB";"AF";"seco";"hoja"
"ID333";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H2";"V";"FEB";"Y";"verde";"hoja"
"ID334";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H2";"V";"FEB";"I";"verde";"flor"
"ID335";0,692569324205198;0,726149037073691;0,0561347628341337;9,92950430585108e-06;5,53461007170101e-12;1,5279799682873e-17;3,26102718071105e-24;"H3";"V";"FEB";"sin";"seco";"tallo"
"ID336";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H3";"V";"FEB";"sin";"seco";"semilla"
"ID337";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"FEB";"sin";"seco";"tallo"
"ID338";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"FEB";"U";"verde";"hoja"
"ID339";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H4";"V";"FEB";"U";"verde";"tallo"
"ID340";0,0733696513683829;0,486752255959972;0,923116346386636;0,0198410947443703;1,34381227763152e-06;9,10147076448794e-11;4,76530473529909e-16;"H4";"V";"FEB";"AQ";"verde";"hoja"
"ID341";0,230066298993809;0,923116346386636;0,486752255959972;0,00153381067932446;1,52299797447126e-08;2,8679750088881e-13;4,17501005585051e-19;"H5";"V";"FEB";"sin";"seco";"tallo"
"ID342";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H5";"V";"FEB";"sin";"verde";"tallo"
"ID343";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"FEB";"sin";"seco";"hoja"
"ID344";0,960005441285478;0,278037300453194;0,00597602289500594;1,5497531357029e-07;1,26641655490942e-14;9,72098502030078e-21;5,76832996124788e-28;"H5";"V";"FEB";"AI";"verde";"hoja"
"ID345";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H5";"V";"FEB";"A";"seco";"semilla"
"ID346";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H5";"V";"FEB";"AQ";"seco";"fruto"
"ID347";0,00280163803484848;0,0198410947443703;0,486752255959972;0,486752255959972;0,00153381067932446;1,34381227763152e-06;9,10147076448794e-11;"H5";"V";"FEB";"AQ";"verde";"hoja"
"ID348";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H6";"V";"FEB";"AL";"seco";"fruto"
"ID349";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H6";"V";"FEB";"AQ";"seco";"fruto"
"ID350";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H6";"V";"FEB";"AL";"verde";"hoja"
"ID351";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H6";"V";"FEB";"AL";"verde";"tallo"
"ID352";0,849365816568312;0,486752255959972;0,0198410947443703;1,34381227763152e-06;2,8679750088881e-13;4,17501005585051e-19;4,69835486089801e-26;"H7";"V";"FEB";"sin";"verde";"tallo"
"ID353";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"FEB";"sin";"seco";"tallo"
"ID354";0,692569324205198;0,726149037073691;0,0561347628341337;9,92950430585108e-06;5,53461007170101e-12;1,5279799682873e-17;3,26102718071105e-24;"H7";"V";"FEB";"AD";"verde";"hoja"
"ID355";1;0,135335283236613;0,00153381067932446;1,52299797447126e-08;4,76530473529909e-16;1,92874984796392e-22;6,03486080597101e-30;"H7";"V";"FEB";"sin";"seco";"fruto"
